"","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample"
"CP0542",100.768,100.768,100.768,33,16,52,204206.288405694,53143.3030643917,9884.39412787557,0,1
"CP0543",100.768,100.768,100.768,217,198,241,222029.757301789,54208.3607803277,9941.18468137458,0,1
"CP0544",100.768,100.768,100.768,341,315,357,235936.539464165,55603.5157856829,9855.69381620735,0,1
"CP0545",100.768,100.768,100.768,440,410,467,294801.184823737,67900.0948680604,9861.54279671609,0,1
"CP1577",100.768,100.768,100.768,498.460342593949,469,506,2614545.75619633,2287105.19867646,1907655.54376658,6,1
"CP3512",100.768,100.768,100.768,742,723,766,222029.757301789,54208.3607803277,9941.18468137458,0,1
"CP3513",100.768,100.768,100.768,866,840,882,235936.539464165,55603.5157856829,9855.69381620735,0,1
"CP3514",100.768,100.768,100.768,959,933,982,246426.307919901,56900.6982046933,9861.54279671609,0,1
"CP1677",100.769,100.769,100.769,503,502,532,17408892.4830392,16055565.0450075,2743582.35296528,10,1
"CP1452",100.77,100.77,100.77,496,467,522,32618444.4842262,28699482.12443,2762017.68585635,8,1
"CP1678",100.772,100.772,100.772,501,467,535,24173174.3655451,21662698.2167456,2269972.86239199,6,1
"CP1502",100.773,100.773,100.773,499,465,531,28329865.3037126,25112762.1215996,2137940.1547603,6,1
"CP0925",100.773,100.773,100.773,320,317,350,163368.988193106,46874.4461390476,9645.95193043351,0,1
"CP3515",100.773,100.773,100.773,845,842,875,163368.988193106,46874.4461390476,9645.95193043351,0,1
"CP3516",100.773,100.773,100.773,974,957,988,159779.271807056,37583.2476599499,9835.92564007267,0,1
"CP0546",100.774,100.774,100.774,369,343,391,250216.998162214,59868.2116399809,9776.67723782361,0,1
"CP0547",100.774,100.774,100.774,85,66,97,163412.272089627,44896.624632391,9957.18777412549,0,1
"CP3517",100.774,100.774,100.774,610,591,622,163412.272089627,44896.624632391,9957.18777412549,0,1
"CP3518",100.774,100.774,100.774,897,894,924,157113.504279405,39822.3352882986,9157.41389850155,0,1
"CP1418",100.775,100.775,100.775,498,445,542,31016980.4957268,26955140.4806416,1942986.37566057,6,1
"CP1618",100.778,100.778,100.778,495,463,524,31146938.4043372,28189928.7972771,2412963.69628395,7,1
"CP1829",100.78,100.78,100.78,505,484,533,31170419.6113664,28858724.9914472,2317049.31965727,9,1
"CP1120",100.781,100.781,100.781,234,219,258,225298.184722196,63445.2957154396,9418.12339005992,0,1
"CP3519",100.781,100.781,100.781,759,744,783,225298.184722196,63445.2957154396,9418.12339005992,0,1
"CP3522",100.781,100.781,100.781,556,525,581,249149.28549435,52308.1606625457,9930.27291959152,0,1
"CP1121",100.781,100.781,100.781,292,260,319,312343.310622964,78649.1529774068,9868.62828955054,0,1
"CP1122",100.781,100.781,100.781,37,17,57,183389.282324351,41910.2336108559,9930.27291959152,0,1
"CP1123",100.781,100.781,100.781,339,319,364,225938.086425886,59241.9403534392,9945.73757285252,0,1
"CP1679",100.781,100.781,100.781,501,471,527,26323037.5059695,23721204.9543173,2450749.06636131,8,1
"CP3520",100.781,100.781,100.781,817,785,844,312343.310622964,78649.1529774068,9868.62828955054,0,1
"CP3521",100.781,100.781,100.781,864,844,889,225938.086425886,59241.9403534392,9945.73757285252,0,1
"CP0548",100.782,100.782,100.782,98,73,110,219036.639533006,66116.6198137815,9867.51036019996,0,1
"CP0550",100.782,100.782,100.782,236,218,254,166714.53793766,40122.3702266661,9872.23801901564,0,1
"CP1387",100.782,100.782,100.782,495,471,527,29941368.7761297,27147991.7765448,1876236.34823376,6,1
"CP3523",100.782,100.782,100.782,623,598,635,219036.639533006,66116.6198137815,9867.51036019996,0,1
"CP3525",100.782,100.782,100.782,761,743,779,166714.53793766,40122.3702266661,9872.23801901564,0,1
"CP0549",100.782,100.782,100.782,198,179,218,181981.840231456,51847.045454533,9906.08261432499,0,1
"CP3524",100.782,100.782,100.782,723,704,743,181981.840231456,51847.045454533,9906.08261432499,0,1
"CP0551",100.783,100.783,100.783,164,143,190,250859.416974708,62441.3661397335,9999.81239903718,0,1
"CP3526",100.783,100.783,100.783,689,668,715,250859.416974708,62441.3661397335,9999.81239903718,0,1
"CP0552",100.783,100.783,100.783,365,345,382,200716.21142095,50233.1011841668,9960.44234139845,0,1
"CP0553",100.783,100.783,100.783,117,92,142,243695.669216104,58554.3689823368,9730.24177132174,0,1
"CP0554",100.783,100.783,100.783,6,1,28,144671.920579858,32779.4338418151,9691.38218089938,0,1
"CP3527",100.783,100.783,100.783,890,870,907,200716.21142095,50233.1011841668,9960.44234139845,0,1
"CP3528",100.783,100.783,100.783,977,961,999,215835.342041682,50633.984828644,9712.66282489523,0,1
"CP3529",100.783,100.783,100.783,642,617,667,243695.669216104,58554.3689823368,9730.24177132174,0,1
"CP1453",100.784,100.784,100.784,497,474,536,24660775.1037549,21974900.8006065,2068616.55769699,8,1
"CP1578",100.785,100.785,100.785,501,500,533,15227744.8903634,14445562.1391516,1844509.67122052,13,1
"CP1680",100.786,100.786,100.786,479,445,543,22470368.7147886,19327838.6159946,1834605.36115223,5,1
"CP1619",100.788,100.788,100.788,503,470,499,14086560.2975383,12689497.8279132,2478720.63842817,9,1
"CP1124",100.789,100.789,100.789,151,121,180,287692.027387675,69542.7085902005,9931.47106608376,0,1
"CP3530",100.789,100.789,100.789,676,646,705,287692.027387675,69542.7085902005,9931.47106608376,0,1
"CP1125",100.789,100.789,100.789,21,19,42,128526.702297386,36760.4006885663,9783.83867302909,0,1
"CP1126",100.789,100.789,100.789,366,310,367,279248.586723115,63755.5564583109,9936.01684924215,0,1
"CP3531",100.789,100.789,100.789,896,871,921,253705.832194537,55119.72558471,9936.01684924215,0,1
"CP1470",100.789,100.789,100.789,498,471,528,33340894.5462441,31383143.4441988,2547756.12507339,11,1
"CP2078",100.79,100.79,100.79,501,472,528,33050104.6134417,31108284.2122236,2908844.25982222,9,1
"CP0555",100.791,100.791,100.791,176,161,199,235494.636639487,58867.0051552773,9945.0648506172,0,1
"CP0556",100.791,100.791,100.791,29,10,45,188066.448448226,38709.4063465383,9334.25209950656,0,1
"CP0557",100.791,100.791,100.791,378,358,395,169157.348193694,33672.2645854856,9607.37570887432,0,1
"CP3532",100.791,100.791,100.791,701,686,724,235494.636639487,58867.0051552773,9945.0648506172,0,1
"CP3533",100.791,100.791,100.791,903,883,920,169157.348193694,33672.2645854856,9607.37570887432,0,1
"CP1620",100.792,100.792,100.792,502,478,524,22513817.8881326,21491192.3303182,2159379.36227219,12,1
"CP0926",100.793,100.793,100.793,66,50,87,170081.317366567,31382.793472219,9502.36273230985,0,1
"CP0927",100.793,100.793,100.793,242,223,244,107031.528844964,26272.3822092327,9671.56273778528,0,1
"CP1471",100.793,100.793,100.793,502,473,535,36416092.056527,32641466.5316002,2420965.1431488,8,1
"CP3534",100.793,100.793,100.793,592,536,613,365532.058551908,77021.1088472526,9994.63430838659,0,1
"CP3535",100.793,100.793,100.793,767,748,769,107031.528844964,26272.3822092327,9671.56273778528,0,1
"CP1532",100.796,100.796,100.796,501,466,533,25566339.7333621,22824351.0243936,1804161.44140501,7,1
"CP1533",100.797,100.797,100.797,499,474,532,32272949.6890997,30079024.2612646,2375085.01794723,11,1
"CP3536",100.798,100.798,100.798,999,977,1000,134062.720518559,31593.2777036304,9504.88488888368,0,1
"CP3537",100.799,100.799,100.799,887.775444984948,817,937,440984.847382642,99051.8658238803,9993.23106138036,0,1
"CP0928",100.799,100.799,100.799,92,57,126,397156.46059718,93806.9741324916,9992.04475199804,0,1
"CP0929",100.799,100.799,100.799,331,292,372,440984.847382642,99051.8658238803,9819.97870374471,0,1
"CP0930",100.799,100.799,100.799,398,396,463,360449.61794978,91005.7397533316,9965.79476399347,0,1
"CP3538",100.799,100.799,100.799,619,544,684,727789.550386369,161776.625434734,9992.04475199804,0,1
"CP0558",100.8,100.8,100.8,167,151,183,150472.64194116,41088.7461007085,9980.15647055581,0,1
"CP0559",100.8,100.8,100.8,206,185,207,131561.71294162,35556.6571083167,9823.26352037489,0,1
"CP0560",100.8,100.8,100.8,276,275,308,180163.313176017,45822.6556139903,9534.80341471732,0,1
"CP3539",100.8,100.8,100.8,692,676,708,150472.64194116,41088.7461007085,9980.15647055581,0,1
"CP3540",100.8,100.8,100.8,731,710,732,131561.71294162,35556.6571083167,9823.26352037489,0,1
"CP3541",100.8,100.8,100.8,801,800,833,180163.313176017,45822.6556139903,9534.80341471732,0,1
"CP0933",100.801,100.801,100.801,119,117,134,102684.13010519,31622.6643879078,9861.33003141731,0,1
"CP3544",100.801,100.801,100.801,644,642,659,102684.13010519,31622.6643879078,9861.33003141731,0,1
"CP0931",100.801,100.801,100.801,234,223,260,211455.008306075,64612.5578035494,9677.86759836599,0,1
"CP0932",100.801,100.801,100.801,306,290,321,140300.289995503,32205.8507853792,9935.14598580077,0,1
"CP3542",100.801,100.801,100.801,759,748,785,211455.008306075,64612.5578035494,9677.86759836599,0,1
"CP3543",100.801,100.801,100.801,831,815,846,140300.289995503,32205.8507853792,9935.14598580077,0,1
"CP1534",100.803,100.803,100.803,501,471,529,33308166.2363773,30489587.1014521,2438301.57336786,9,1
"CP0561",100.804,100.804,100.804,214,194,238,222104.82880706,50983.155074153,9775.94643365592,0,1
"CP0562",100.804,100.804,100.804,378,359,403,229916.50252603,58361.3262326419,9876.75502896309,0,1
"CP0563",100.804,100.804,100.804,345,323,359,180033.71555591,42029.4585655881,9920.2078464441,0,1
"CP1454",100.804,100.804,100.804,497,473,518,20500709.2663104,18404461.6837713,1774718.35145082,6,1
"CP3545",100.804,100.804,100.804,739,719,763,222104.82880706,50983.155074153,9775.94643365592,0,1
"CP3546",100.804,100.804,100.804,903,884,928,229916.50252603,58361.3262326419,9876.75502896309,0,1
"CP3547",100.804,100.804,100.804,870,848,884,180033.71555591,42029.4585655881,9920.2078464441,0,1
"CP3548",100.804,100.804,100.804,523,521,538,3992354.69488187,3920281.85311188,1582731.27166055,5,1
"CP1127",100.805,100.805,100.805,147,111,180,358540.04150955,93768.9138949287,9925.79163750634,0,1
"CP3549",100.805,100.805,100.805,672,636,705,358540.04150955,93768.9138949287,9925.79163750634,0,1
"CP3550",100.805,100.805,100.805,981,964,999,155564.540245105,28493.2589888955,9635.97002672032,0,1
"CP1503",100.806,100.806,100.806,497,496,499,3530953.67674943,2945070.93333267,1435998.58906692,4,1
"CP3551",100.807,100.807,100.807,966,965,993,167572.955801152,44031.7018940927,9920.11153604835,0,1
"CP1214",100.807,100.807,100.807,1,1,28,137546.255970374,37908.7216461458,9649.58212105557,0,1
"CP1504",100.81,100.81,100.81,503,502,534,14077418.1563756,12872080.937626,2236390.4464914,10,1
"CP3552",100.81,100.81,100.81,998,968,1000,165111.216809601,42343.5183201666,9280.02654574811,0,1
"CP1738",100.811,100.811,100.811,500,468,526,30950922.3386841,28983942.8289283,2126757.40063755,8,1
"CP1439",100.812,100.812,100.812,501,466,534,27063475.0707323,23222323.1488055,1708038.03012618,5,1
"CP1739",100.813,100.813,100.813,504,503,541,10054071.0964494,8764146.2142543,1364777.87068827,9,1
"CP0564",100.814,100.814,100.814,295.379727581519,241,319,218977.491110563,46458.0860776764,9983.9472444728,0,1
"CP3553",100.814,100.814,100.814,820.379727581519,766,844,218977.491110563,46458.0860776764,9983.9472444728,0,1
"CP1535",100.814,100.814,100.814,500,470,532,28768427.0194601,26445789.5074426,2771613.38453957,11,1
"CP0565",100.815,100.815,100.815,167,143,186,240018.479565624,69520.9187174959,9963.72912777588,0,1
"CP0566",100.815,100.815,100.815,342,318,348,158280.10644298,38497.7602070313,9895.89187549427,0,1
"CP0567",100.815,100.815,100.815,399,376,412,181403.262212407,36575.8696782658,9964.87786527723,0,1
"CP1740",100.815,100.815,100.815,509,501,536,15032759.5943005,12985166.9063058,2274244.68239951,6,1
"CP3554",100.815,100.815,100.815,692,668,711,240018.479565624,69520.9187174959,9963.72912777588,0,1
"CP3555",100.815,100.815,100.815,867,843,873,158280.10644298,38497.7602070313,9895.89187549427,0,1
"CP3556",100.815,100.815,100.815,924,901,937,181403.262212407,36575.8696782658,9964.87786527723,0,1
"CP1129",100.817,100.817,100.817,226,208,244,200468.579523731,48073.445260145,9681.2239382416,0,1
"CP3557",100.817,100.817,100.817,751,733,769,200468.579523731,48073.445260145,9681.2239382416,0,1
"CP3558",100.817,100.817,100.817,970,952,985,187529.243296012,36937.2210965813,9579.89838672802,0,1
"CP1128",100.817,100.817,100.817,84,68,101,179490.52572716,35311.786014583,9896.34974859655,0,1
"CP1782",100.817,100.817,100.817,503,474,530,30479779.9561523,28701558.8041158,2149040.04189856,12,1
"CP3559",100.817,100.817,100.817,609,593,626,179490.52572716,35311.786014583,9896.34974859655,0,1
"CP1536",100.818,100.818,100.818,501,474,526,24601869.7583061,22823786.1943988,2174781.73095164,11,1
"CP1925",100.82,100.82,100.82,500,462,528,31252408.7617379,27362206.0618364,2141450.66200841,7,1
"CP1681",100.821,100.821,100.821,501,467,535,33374605.8235017,30432081.6517364,2390300.06861357,8,1
"CP0935",100.822,100.822,100.822,308,286,331,246917.670429684,63628.8072615904,9412.2371985577,0,1
"CP3561",100.822,100.822,100.822,833,811,856,246917.670429684,63628.8072615904,9412.2371985577,0,1
"CP0934",100.822,100.822,100.822,131,113,146,177646.481278352,49500.8925227302,9756.84322416782,0,1
"CP1404",100.822,100.822,100.822,491,467,506,23511233.4274501,20578087.0042797,2457745.97195488,7,1
"CP2126",100.822,100.822,100.822,491,466,506,23511423.7588039,22449175.1692511,2457745.97195488,7,1
"CP2127",100.822,100.822,100.822,508,502,533,17914040.9147361,17030804.2212979,2011142.79472797,8,1
"CP3560",100.822,100.822,100.822,656,638,671,177646.481278352,49500.8925227302,9756.84322416782,0,1
"CP0936",100.823,100.823,100.823,94.1598283278031,12,179,388836.893681437,96203.0829907932,9860.62235897407,0,1
"CP0937",100.823,100.823,100.823,435,410,463,295473.349620588,71437.566656983,9932.16943461448,0,1
"CP0938",100.823,100.823,100.823,346,316,347,163190.572611056,41968.6872862977,9831.50782063603,0,1
"CP3562",100.823,100.823,100.823,664,639,704,310544.752324931,69712.9083261562,9711.01078204811,0,1
"CP3563",100.823,100.823,100.823,871,841,872,163190.572611056,41968.6872862977,9831.50782063603,0,1
"CP3564",100.823,100.823,100.823,956,954,983,177506.750796456,48985.4103539735,9739.72434643656,0,1
"CP1741",100.823,100.823,100.823,503,473,533,34563847.5885705,31996198.2603481,2365400.75549205,8,1
"CP0568",100.824,100.824,100.824,118,116,140,114385.368356016,27286.9487555265,9783.56396313757,0,1
"CP0569",100.824,100.824,100.824,336,317,358,204591.460707597,54973.3994145013,9767.6916886121,0,1
"CP0570",100.824,100.824,100.824,67,66,90,132102.551339194,38349.0814821326,9949.96243854985,0,1
"CP3565",100.824,100.824,100.824,643,641,665,114385.368356016,27286.9487555265,9783.56396313757,0,1
"CP3566",100.824,100.824,100.824,861,842,883,204591.460707597,54973.3994145013,9767.6916886121,0,1
"CP3567",100.824,100.824,100.824,595,594,617,115634.085007478,30775.1100745229,9949.96243854985,0,1
"CP1472",100.824,100.824,100.824,504,471,501,12753565.3244516,11516086.6467711,2180781.60097951,9,1
"CP1215",100.825,100.825,100.825,193,192,198,51728.7505720742,18039.0705826132,9434.11474814638,0,1
"CP1216",100.825,100.825,100.825,375,356,376,100272.40119176,24528.835653057,9437.47372133657,0,1
"CP1783",100.825,100.825,100.825,502,483,536,27826693.895831,25788269.6363674,3102510.25953015,12,1
"CP3568",100.825,100.825,100.825,718,717,723,51728.7505720742,18039.0705826132,9434.11474814638,0,1
"CP1682",100.826,100.826,100.826,500,480,520,29660554.7247492,28571540.7095821,2610636.67862384,14,1
"CP1130",100.827,100.827,100.827,78,57,98,243526.07388515,52063.357830631,9544.53203827143,0,1
"CP1131",100.827,100.827,100.827,147,123,171,274894.623998553,64662.9340562294,9846.11834865063,0,1
"CP1132",100.827,100.827,100.827,229,188,230,232092.85561461,51080.9369252271,9849.49053032324,0,1
"CP3569",100.827,100.827,100.827,640.49770181709,542,696,274894.623998553,64662.9340562294,9846.11834865063,0,1
"CP3570",100.827,100.827,100.827,754,713,755,232092.85561461,51080.9369252271,9849.49053032324,0,1
"CP3571",100.829,100.829,100.829,975,946,999,291155.73980147,69560.1610879719,9925.2539104782,0,1
"CP2128",100.829,100.829,100.829,504,472,532,34210369.0402678,29088432.1569639,2298204.67985648,5,1
"CP1579",100.83,100.83,100.83,505,468,541,26286108.4752711,22904575.0974148,2821960.60630986,8,1
"CP3575",100.831,100.831,100.831,926,898,969,338806.365779601,73661.7499026722,9912.82002069056,0,1
"CP0571",100.831,100.831,100.831,295.4558309552,140,470,293692.284058779,76845.8407577064,9955.9355317615,0,1
"CP0572",100.831,100.831,100.831,116,97,139,228486.90393148,57693.8982572363,9943.20592377335,0,1
"CP1537",100.831,100.831,100.831,497,470,514,27917057.1602953,24839651.950913,2014448.97567172,5,1
"CP3572",100.831,100.831,100.831,641,622,664,228486.90393148,57693.8982572363,9943.20592377335,0,1
"CP3573",100.831,100.831,100.831,693,665,723,293692.284058779,76845.8407577064,9955.9355317615,0,1
"CP3574",100.831,100.831,100.831,832,799,868,350041.46642983,85620.4993854201,9845.7206832245,0,1
"CP1505",100.832,100.832,100.832,505,470,533,31454334.5762006,27430690.4736127,2806059.82852384,4,1
"CP1133",100.833,100.833,100.833,210,189,234,242323.65394244,72309.6970363789,9942.55759520456,0,1
"CP1134",100.833,100.833,100.833,345,298,346,235283.64644153,59513.6299093538,9948.1933307834,0,1
"CP3576",100.833,100.833,100.833,735,714,759,242323.65394244,72309.6970363789,9942.55759520456,0,1
"CP3577",100.833,100.833,100.833,870,823,871,235283.64644153,59513.6299093538,9948.1933307834,0,1
"CP0574",100.834,100.834,100.834,268,249,283,169268.288724124,40154.3414939994,9396.82258060202,0,1
"CP3579",100.834,100.834,100.834,793,774,808,169268.288724124,40154.3414939994,9396.82258060202,0,1
"CP0573",100.834,100.834,100.834,115,92,130,178849.773844704,40559.4039913563,9940.09855203331,0,1
"CP1683",100.834,100.834,100.834,507,497,537,19380314.7873179,16347257.3915496,1662396.02152675,4,1
"CP3578",100.834,100.834,100.834,640,617,655,178849.773844704,40559.4039913563,9940.09855203331,0,1
"CP1330",100.835,100.835,100.835,147,131,167,194627.255608793,47356.912470603,9943.88926308602,0,1
"CP1331",100.835,100.835,100.835,329,302,353,290261.97923813,63101.2858812594,9951.8057750538,0,1
"CP1332",100.835,100.835,100.835,11,6,35,152725.309005473,25824.575302652,9938.70404548943,0,1
"CP1333",100.835,100.835,100.835,6,1,35,189245.88922644,36327.2618550748,9938.70404548943,0,1
"CP1926",100.835,100.835,100.835,505,486,533,30826236.8473877,26797095.5555408,2208827.32828945,6,1
"CP3580",100.835,100.835,100.835,672,656,692,194627.255608793,47356.912470603,9943.88926308602,0,1
"CP3581",100.835,100.835,100.835,854,827,878,290261.97923813,63101.2858812594,9951.8057750538,0,1
"CP1440",100.835,100.835,100.835,505,486,533,30826236.8473877,27959355.3668071,2208827.32828945,4,1
"CP1538",100.837,100.837,100.837,501,484,523,27913265.188221,25627108.6683464,1917064.21379304,7,1
"CP1217",100.837,100.837,100.837,121,100,138,230759.716059547,58610.0386072385,9812.38813372329,0,1
"CP3582",100.837,100.837,100.837,646,625,663,230759.716059547,58610.0386072385,9812.38813372329,0,1
"CP0939",100.839,100.839,100.839,58,42,74,169384.383605793,50400.3053081387,9879.98103955761,0,1
"CP3583",100.839,100.839,100.839,582,528,583,314685.511649586,78919.4911250067,9963.21559185162,0,1
"CP1830",100.839,100.839,100.839,502,481,523,28148799.0558851,26394970.6981808,2995788.19026698,11,1
"CP1621",100.841,100.841,100.841,500,445,539,43052838.6640879,38605519.4721806,2291485.15979065,6,1
"CP0941",100.841,100.841,100.841,181,166,195,130339.314374141,37075.603362361,9392.10264245048,0,1
"CP3584",100.841,100.841,100.841,706,691,720,130339.314374141,37075.603362361,9392.10264245048,0,1
"CP3585",100.841,100.841,100.841,984,952,985,158117.346959189,37694.2663754788,9943.21188190952,0,1
"CP0940",100.841,100.841,100.841,19,1,46,259439.214419108,80551.55406278,9979.7703512013,0,1
"CP1135",100.842,100.842,100.842,79,74,99,145503.131949808,39052.4567217284,9875.99033629522,0,1
"CP1136",100.842,100.842,100.842,308,295,327,188423.613912892,55865.3134038552,9907.26462565362,0,1
"CP3586",100.842,100.842,100.842,833,820,852,188423.613912892,55865.3134038552,9907.26462565362,0,1
"CP3587",100.842,100.842,100.842,980,958,999,219439.702348318,54098.1892684628,9851.07703367248,0,1
"CP3588",100.842,100.842,100.842,604,599,624,145503.131949808,39052.4567217284,9875.99033629522,0,1
"CP0942",100.844,100.844,100.844,56,42,56,89152.7780750766,26222.5853167685,9920.73594359681,0,1
"CP0943",100.844,100.844,100.844,100,78,122,231705.576453824,54343.5548946767,9904.52083293349,0,1
"CP0944",100.844,100.844,100.844,181,161,197,172846.885183826,31168.4085418849,9978.09950495139,0,1
"CP0945",100.844,100.844,100.844,300,277,303,128321.221438237,23574.8617744368,8912.09477093071,0,1
"CP3589",100.844,100.844,100.844,625,603,647,231705.576453824,54343.5548946767,9904.52083293349,0,1
"CP3590",100.844,100.844,100.844,706,686,722,172846.885183826,31168.4085418849,9978.09950495139,0,1
"CP3591",100.844,100.844,100.844,570,534,603,363201.320134103,86996.716239758,9920.73594359681,0,1
"CP3592",100.844,100.844,100.844,825,802,828,128321.221438237,23574.8617744368,8912.09477093071,0,1
"CP1580",100.846,100.846,100.846,501,472,529,30010852.8873126,26920353.8133686,2492567.14052118,9,1
"CP0946",100.846,100.846,100.846,216,180,236,298807.433315087,77370.7802320106,9848.27290056273,0,1
"CP0947",100.846,100.846,100.846,304,281,325,226759.566126857,54455.464297729,9855.55878374726,0,1
"CP0948",100.846,100.846,100.846,75,51,95,178265.993385576,38285.9326554449,9940.69833308458,0,1
"CP0949",100.846,100.846,100.846,29,13,30,92504.5087072067,28126.8403881105,9659.92687502876,0,1
"CP0950",100.846,100.846,100.846,120,97,121,119334.902034607,28649.0413422572,9780.90749355033,0,1
"CP0951",100.846,100.846,100.846,156,139,157,94394.4607628509,24330.0649048754,9760.75758691877,0,1
"CP3593",100.846,100.846,100.846,741,705,761,298807.433315087,77370.7802320106,9848.27290056273,0,1
"CP3594",100.846,100.846,100.846,829,806,850,226759.566126857,54455.464297729,9855.55878374726,0,1
"CP3595",100.846,100.846,100.846,645,622,646,119334.902034607,28649.0413422572,9780.90749355033,0,1
"CP3596",100.846,100.846,100.846,602,531,620,376202.750848606,83489.704154487,9940.69833308458,0,1
"CP3597",100.846,100.846,100.846,681,664,682,94394.4607628509,24330.0649048754,9760.75758691877,0,1
"CP1455",100.847,100.847,100.847,500,479,515,24035539.3580487,22415385.7315471,2692496.12708856,13,1
"CP1784",100.848,100.848,100.848,506,477,532,29893143.5349511,27723974.5168727,2604601.02406669,11,1
"CP0953",100.849,100.849,100.849,173,154,188,197516.360180452,49008.8551576183,9560.6891810894,0,1
"CP3598",100.849,100.849,100.849,698,679,713,197516.360180452,49008.8551576183,9560.6891810894,0,1
"CP0952",100.849,100.849,100.849,5,4,8,37439.8652440868,13369.0805770639,9243.82286379114,0,1
"CP0954",100.849,100.849,100.849,353,338,354,84077.2075601853,22998.3123802058,9856.67932080105,0,1
"CP1388",100.849,100.849,100.849,501,471,530,24788422.5453315,21617892.5602985,1928268.96024823,5,1
"CP3599",100.849,100.849,100.849,878,863,879,84077.2075601853,22998.3123802058,9856.67932080105,0,1
"CP1927",100.85,100.85,100.85,501,478,519,23019524.9845984,22358983.5445245,2232735.04004879,24,1
"CP0575",100.852,100.852,100.852,175,158,196,203470.345041715,53832.006450019,9922.94850526378,0,1
"CP0576",100.852,100.852,100.852,311,295,324,128917.831068393,33684.844005282,9486.5921814926,0,1
"CP0577",100.852,100.852,100.852,11,1,33,153048.390867189,37624.8788248016,9818.56285128742,0,1
"CP0578",100.852,100.852,100.852,397,380,412,162369.339242578,35515.7180822502,9412.21556160599,0,1
"CP1622",100.852,100.852,100.852,502,475,532,29792711.5864379,27281918.5009447,2375600.41775536,9,1
"CP3600",100.852,100.852,100.852,700,683,721,203470.345041715,53832.006450019,9922.94850526378,0,1
"CP3601",100.852,100.852,100.852,836,820,849,128917.831068393,33684.844005282,9486.5921814926,0,1
"CP3602",100.852,100.852,100.852,922,905,937,162369.339242578,35515.7180822502,9412.21556160599,0,1
"CP0579",100.853,100.853,100.853,9,7,11,35692.1641994268,10298.0533951581,9372.81993916258,0,1
"CP0580",100.853,100.853,100.853,44,28,54,146382.220699452,39992.6127508121,9928.32433898002,0,1
"CP0581",100.853,100.853,100.853,419,402,468,318992.865772452,81923.5582981867,9953.0352675356,0,1
"CP3603",100.853,100.853,100.853,942,923,943,110917.070556898,33296.0318568313,9713.2877423428,0,1
"CP0582",100.854,100.854,100.854,226,199,228,149061.654454563,32749.060128527,9754.44020703435,0,1
"CP3604",100.854,100.854,100.854,751,724,753,149061.654454563,32749.060128527,9754.44020703435,0,1
"CP3607",100.855,100.855,100.855,946,927,963,190908.974583726,47857.3448046602,9553.56276361272,0,1
"CP0583",100.855,100.855,100.855,159,150,178,146045.304080471,40181.1678295123,9851.63534292951,0,1
"CP0584",100.855,100.855,100.855,244,211,266,294639.967917465,77517.6960737381,9896.33090328425,0,1
"CP0585",100.855,100.855,100.855,283,264,310,246511.260231491,76406.7827703907,9767.11527211592,0,1
"CP0586",100.855,100.855,100.855,415,392,469,385419.880019035,94475.5417522225,9553.56276361272,0,1
"CP1385",100.855,100.855,100.855,503,502,534,15224302.29904,13459295.7764571,1856296.3948754,3,1
"CP3605",100.855,100.855,100.855,684,675,703,146045.304080471,40181.1678295123,9851.63534292951,0,1
"CP3606",100.855,100.855,100.855,769,736,791,294639.967917465,77517.6960737381,9896.33090328425,0,1
"CP3608",100.855,100.855,100.855,808,789,835,246511.260231491,76406.7827703907,9767.11527211592,0,1
"CP1539",100.856,100.856,100.856,502,466,535,32134024.6139805,29373161.104393,3090472.09484526,9,1
"CP1419",100.857,100.857,100.857,497,467,511,24163571.7839473,21129043.0515112,2151596.80876568,6,1
"CP0955",100.858,100.858,100.858,337,320,354,161353.977438994,35553.531712713,9565.70535665378,0,1
"CP3609",100.858,100.858,100.858,862,845,879,161353.977438994,35553.531712713,9565.70535665378,0,1
"CP1506",100.859,100.859,100.859,498,470,521,25208106.9372531,23734952.3233314,1759887.6061034,10,1
"CP0588",100.862,100.862,100.862,163,146,180,172030.23487702,41364.8951275962,9524.00709269568,0,1
"CP3610",100.862,100.862,100.862,688,671,705,172030.23487702,41364.8951275962,9524.00709269568,0,1
"CP0587",100.862,100.862,100.862,12,1,29,141638.929042965,36791.546709158,9884.05304495245,0,1
"CP1137",100.864,100.864,100.864,179.275466498513,39,334,133436.588705517,27943.2631561958,9952.56083784625,0,1
"CP1138",100.864,100.864,100.864,397,397,399,21326.0115566663,6773.70413436474,8949.5423110202,0,1
"CP1139",100.864,100.864,100.864,433,415,467,262401.398208458,62120.1430920822,9749.01580251753,0,1
"CP1473",100.864,100.864,100.864,499,467,508,24013209.3706481,20530431.4485967,2602357.23403892,5,1
"CP3611",100.864,100.864,100.864,931.555034437366,904,992,422730.860160664,98209.5813698331,9749.01580251753,0,1
"CP3612",100.864,100.864,100.864,837,836,859,133436.588705517,27943.2631561958,9244.0074775368,0,1
"CP3613",100.864,100.864,100.864,766,746,785,203035.507912282,44933.979673955,9943.90810374171,0,1
"CP1140",100.865,100.865,100.865,41,22,60,209339.915660676,57088.0116765211,9878.88550385833,0,1
"CP1141",100.865,100.865,100.865,225,192,253,340750.876115635,82195.089214601,9710.11685905978,0,1
"CP1684",100.865,100.865,100.865,501,472,531,32317259.8145708,29455564.1160742,1823258.14039045,6,1
